"name","rating","year","game_type","achievements","genre","price","24h_peak"
"Pogostuck: Rage With Your Friends",60," 2019","Single-player",16,"Action",6.99,138
"Poly Bridge",80," 2016","Single-player",22,"Indie",9.99,262
"Polygoneer",60," 2017","Single-player",40,"Action",0.99,2
"Pongo",60," 2015","Single-player",8,"Action",0.99,12
"Portal",90," 2007","Single-player",15,"Action",9.99,872
"Portal 2",90," 2011","Single-player",51,"Action",9.99,3463
"Portal Knights",80," 2017","Single-player",40,"Action",19.99,217
"Portal of Evil: Stolen Runes Collector's Edition",80," 2015","Single-player",20,"Adventure",59.92,18
"POSTAL 2",90," 2003","Single-player",89,"Action",9.99,425
"Potatoman Seeks the Troof",80," 2014","Single-player",2,"Indie",3.99,2
"Prey",80," 2017","Single-player",58,"Action",29.99,458
"Primal Carnage",60," 2012","Online Multi-Player",69,"Action",7.99,6
"Primal Carnage: Extinction",60," 2015","Single-player",43,"Action",12.99,178
"Princess.Loot.Pixel.Again",60," 2016","Single-player",24,"Action",3.99,3
"Princess.Loot.Pixel.Again x2",80," 2018","Single-player",31,"Action",4.99,1
"Prison Architect",80," 2015","Single-player",18,"Indie",29.99,1374
"Pro Cycling Manager 2014",50," 2014","Single-player",47,"Simulation",9.99,6
"Pro Cycling Manager 2015",50," 2015","Single-player",47,"Simulation",14.99,13
"Pro Cycling Manager 2016",50," 2016","Single-player",47,"Simulation",19.99,22
"Pro Cycling Manager 2017",50," 2017","Single-player",64,"Simulation",29.99,38
"Pro Cycling Manager 2018",50," 2018","Single-player",64,"Simulation",39.99,48
"Project CARS",60," 2015","Single-player",45,"Racing",29.99,123
"Project CARS 2",60," 2017","Single-player",47,"Racing",59.99,445
"Project Highrise",80," 2016","Single-player",88,"Simulation",19.99,89
"Project Hospital",60," 2018","Single-player",53,"Indie",24.99,392
"Project Winter",60," 2019","Online Multi-Player",59,"Action",19.99,326
"Project:surviving",50," 2017","Single-player",1,"Adventure",0.99,1
"Protoshift",70," 2016","Single-player",10,"Action",0.99,0
"Psebay",70," 2017","Single-player",8,"Adventure",9.99,1
"Psychonauts",90," 2005","Single-player",37,"Action",9.99,109
"Pummel Party",80," 2018","Single-player",31,"Action",14.99,4529
"Punch Club",80," 2016","Single-player",47,"Indie",9.99,65
"Pure Farming 2018",50," 2018","Single-player",50,"Simulation",19.99,32
"Putrefaction",50," 2015","Single-player",10,"Action",0.99,2
"Putrefaction 2: Void Walker",60," 2017","Single-player",137,"Action",4.99,1
"Puzzle Ball",40," 2015","Single-player",36,"Casual",2.99,0
"Pyre",80," 2017","Single-player",51,"Action",19.99,31
"qop 2",80," 2017","Single-player",482,"Casual",0.99,2
"Quantum Break",80," 2016","Single-player",42,"Action",39.99,65
"Quantum Conundrum",80," 2012","Single-player",25,"Casual",8.99,10
"QUBIC",50," 2016","Single-player",141,"Casual",0.99,2
"Quest Hunter",80," 2019","Single-player",70,"Action",19.98,230
"Quick Slick Deadly",50," 2015","Single-player",120,"Action",1.99,0
"Quiplash",80," 2015","Local Multi-Player",10,"Casual",9.99,59
"Rabi-Ribi",90," 2016","Single-player",212,"Action",17.99,95
"Race The Sun",80," 2013","Single-player",25,"Action",9.99,13
"RAGE",60," 2011","Single-player",60,"Action",9.99,84
"RAGE 2",50," 2019","Single-player",43,"Action",59.99,132
"Rage Pig",50," 2016","Single-player",10,"Action",3.99,0
"RAID: World War II",50," 2017","Single-player",82,"Action",19.99,10
"Railway Empire",60," 2018","Single-player",103,"Simulation",49.99,568
"Rain World",80," 2017","Single-player",21,"Action",19.99,153
"Raise Your Own Clone",40," 2015","Single-player",25,"Adventure",0.99,19
"Rampage Knights",80," 2015","Single-player",84,"Action",11.99,22
"Razortron 2000",80," 2016","Single-player",9,"Casual",14.85,181
"Really Big Sky",60," 2012","Single-player",20,"Action",4.99,2
"Reassembly",80," 2015","Single-player",24,"Action",14.99,46
"Rebel Galaxy",80," 2015","Single-player",37,"Action",19.99,58
"Rebuild 3: Gangs of Deadsville",80," 2015","Single-player",42,"Indie",14.99,46
"Red Death",60," 2017","Single-player",15,"Action",0.99,1
"Redemption: Saints And Sinners",50," 2016","Single-player",7,"Action",0.99,2
"Reflex",60," 2017","Single-player",1505,"Action",0.99,15
"Regions Of Ruin",80," 2018","Single-player",20,"Action",11.99,19
"ReignMaker",60," 2014","Single-player",123,"Adventure",14.99,4
"Reigns",80," 2016","Single-player",13,"Adventure",2.99,50
"Remember Me",80," 2013","Single-player",50,"Action",29.99,22
"Rescue HQ - The Tycoon",60," 2019","Single-player",21,"Casual",29.99,14
"Reset 1-1",50," 2016","Single-player",12,"Indie",1.99,24
"Return of the Obra Dinn",90," 2018","Single-player",16,"Adventure",19.99,128
"Reus",60," 2013","Single-player",123,"Indie",9.99,18
"Revenge of the Titans",80," 2011","Single-player",77,"Action",14.99,3
"Reventure",80," 2019","Single-player",100,"Adventure",9.98,36
"rFactor 2",60," 2013","Single-player",25,"Racing",31.99,950
"RIDE 3",50," 2018","Single-player",86,"Racing",49.99,69
"Ridge",50," 2016","Single-player",26,"Adventure",7.99,0
"Rise of Industry",80," 2019","Single-player",24,"Indie",29.99,75
"Rise of Nations: Extended Edition",80," 2014","Single-player",38,"Simulation",19.99,776
"Rise of the Triad",50," 2013","Single-player",80,"Action",14.99,7
"Risen 3 - Titan Lords",50," 2014","Single-player",50,"RPG",14.99,106
"Rising Storm 2: Vietnam",80," 2017","Online Multi-Player",132,"Action",24.99,871
"Risk of Rain",80," 2013","Single-player",15,"Action",9.99,71
"Rivais Em Batalha",50," 2017","Local Multi-Player",20,"Action",0.99,26
"Rivals of Aether",80," 2017","Single-player",25,"Indie",14.99,505
"River City Ransom: Underground",60," 2017","Single-player",48,"Action",19.99,11
"Robot Legions Reborn",60," 2016","Single-player",42,"Action",2.99,1
"Rock 'N' Roll Defense",80," 2016","Single-player",240,"Action",14.85,241
"Rock of Ages",80," 2011","Single-player",19,"Action",9.99,8
"Rogue Legacy",80," 2013","Single-player",29,"Action",14.99,91
"Royal Defense",50," 2014","Single-player",14,"Casual",259.54,21
"Royal Heroes",60," 2016","Single-player",25,"Casual",4.99,3
"RUNNING WITH RIFLES",80," 2015","Single-player",45,"Action",14.99,499
"RUSH",80," 2010","Single-player",25,"Casual",4.99,2
"RUSH",80," 2018","Single-player",16,"Action",19.99,2
"Russian Horror Story",50," 2015","Single-player",12,"Adventure",3.99,1
"Russian Roads",50," 2018","Single-player",8,"Indie",5.99,11
"Russian SuperHero Dead Ivan",50," 2016","Single-player",17,"Casual",0.99,2
"Rust",80," 2018","Online Multi-Player",48,"Action",34.99,100203
"Rusty Lake Paradise",80," 2018","Single-player",50,"Adventure",3.99,129
"Rusty Lake: Roots",90," 2016","Single-player",16,"Adventure",2.99,149
"RWBY: Grimm Eclipse",80," 2016","Single-player",37,"Action",19.99,13
"RYAN BLACK",40," 2017","Single-player",15,"Action",2.99,0
"Ryse: Son of Rome",80," 2014","Single-player",73,"Action",14.99,123
"Sacred 3",40," 2014","Single-player",45,"Action",14.99,5
"Saints Row IV",80," 2013","Single-player",73,"Action",14.99,406
"Saints Row: Gat out of Hell",60," 2015","Single-player",45,"Action",14.99,29
"Saints Row: The Third",90," 2011","Single-player",83,"Action",9.99,316
"Sally Face",90," 2016","Single-player",28,"Adventure",2.99,118
"Salt and Sanctuary",80," 2016","Single-player",37,"Action",17.99,200
"SAMOLIOTIK",80," 2016","Single-player",14,"Action",0.99,49
"Samudai",50," 2015","Online Multi-Player",23,"Action",2.99,0
"Sanctum",80," 2011","Single-player",100,"Action",9.99,16
"Sanctum 2",80," 2013","Single-player",50,"Action",14.99,43
"Satellite Reign",60," 2015","Single-player",40,"Action",29.99,23
"Save the Ninja Clan",70," 2017","Single-player",30,"Action",0.99,1
"Scarab Tales",70," 2015","Single-player",38,"Casual",4.99,0
"Scribblenauts Unlimited",80," 2012","Single-player",25,"Adventure",19.99,54
"Scythe: Digital Edition",60," 2018","Single-player",54,"Strategy",19.99,114
"Secret in Story",50," 2017","Single-player",32,"Adventure",0.99,4
"Secret of Mana",50," 2018","Single-player",37,"Action",39.99,19
"Secret Ponchos",60," 2015","Online Multi-Player",111,"Action",14.99,1
"See No Evil",50," 2014","Single-player",27,"Adventure",0.99,1
"SENRAN KAGURA ESTIVAL VERSUS",90," 2017","Single-player",50,"Action",29.99,38
"SENRAN KAGURA Peach Beach Splash",60," 2018","Single-player",50,"Action",29.99,21
"SENRAN KAGURA SHINOVI VERSUS",80," 2016","Single-player",49,"Action",19.99,14
"Serious Sam HD: The First Encounter",80," 2009","Single-player",35,"Action",14.99,52
"Shadow Tactics: Blades of the Shogun",90," 2016","Single-player",44,"Indie",39.99,373
"Shadow Warrior",80," 2013","Single-player",92,"Action",39.99,45
"Shadow Warrior 2",80," 2016","Single-player",64,"Action",39.99,206
"Shadowrun: Dragonfall - Director's Cut",80," 2014","Single-player",39,"Adventure",14.99,61
"Shadowrun: Hong Kong - Extended Edition",80," 2015","Single-player",60,"Adventure",19.99,60
"Shake Your Money Simulator 2016",50," 2016","Single-player",10,"Indie",0.99,0
"Shatter",80," 2010","Single-player",30,"Action",9.99,4
"Sheltered",60," 2016","Single-player",18,"Indie",14.99,50
"Shenmue I & II",80," 2018","Single-player",55,"Action",29.99,29
"SHENZHEN I/O",90," 2016","Single-player",6,"Indie",14.99,57
"Sherlock Holmes: The Devil's Daughter",60," 2016","Single-player",25,"Action",49.99,67
"Shift Happens",80," 2017","Single-player",31,"Action",14.99,151
"ShipLord",50," 2015","Single-player",9,"Action",10.99,3
"Shovel Knight: Treasure Trove",90," 2014","Single-player",85,"Action",24.99,128
"Showing Tonight: Mindhunters Incident",50," 2015","Single-player",13,"Adventure",4.99,1
"Shutter",60," 2015","Single-player",4,"Adventure",1.99,1
"Sid Meier's Starships",50," 2015","Single-player",31,"Strategy",14.99,42
"Simple Ball: Extended Edition",50," 2016","Single-player",45,"Casual",1.99,13
"SimplePlanes",80," 2015","Single-player",72,"Indie",12.99,174
"SINISTRY SILINIUM",50," 2018","Single-player",9,"Action",3.99,0
"Sins Of The Demon RPG",80," 2016","Single-player",9,"Action",1.99,35
"Skyborn",80," 2014","Single-player",24,"Casual",14.99,4
"SKYHILL",50," 2015","Single-player",46,"Adventure",109.96,111
"SkyTime",50," 2016","Single-player",24,"Action",0.99,2
"Slash It 2",80," 2017","Single-player",303,"Action",4.99,3
"Slash It Ultimate",60," 2017","Single-player",526,"Action",4.99,3
"Slay the Spire",90," 2019","Single-player",43,"Indie",24.99,15011
"Sleeping Dogs: Definitive Edition",80," 2014","Single-player",59,"Action",19.99,661
"Slime Rancher",90," 2017","Single-player",57,"Action",19.99,997
"Snake Pass",80," 2017","Single-player",33,"Adventure",19.99,11
"Sniper Elite 3",60," 2014","Single-player",77,"Action",29.99,434
"Sniper Elite 4",80," 2017","Single-player",85,"Action",59.99,4453
"Sniper Elite V2 Remastered",50," 2019","Single-player",71,"Action",9.99,113
"Sniper Elite: Nazi Zombie Army",80," 2013","Single-player",26,"Action",14.99,22
"Sniper Ghost Warrior 3",50," 2017","Single-player",48,"Action",29.99,351
"Sniper: Ghost Warrior",50," 2010","Single-player",24,"Action",7.99,58
"Snowman",50," 2017","Single-player",9,"Action",0.99,1
"Soccertron",50," 2015","Single-player",30,"Action",1.99,736
"Sol Survivor",80," 2010","Single-player",26,"Indie",9.99,7
"Solar 2",80," 2011","Single-player",25,"Indie",9.99,12
"Solarix",50," 2015","Single-player",20,"Action",19.99,1
"Solitaire Christmas. Match 2 Cards",50," 2015","Single-player",21,"Casual",64.87,23
"SOMA",90," 2015","Single-player",10,"Action",29.99,146
"Sonic Forces",50," 2017","Single-player",48,"Action",39.99,34
"Sonic Mania",80," 2017","Single-player",18,"Action",19.99,131
"Sophie's Curse",80," 2016","Single-player",10,"Casual",4.99,2
"Soul Gambler",80," 2013","Single-player",24,"Adventure",4.99,90
"SOULCALIBUR VI",60," 2018","Single-player",49,"Action",59.99,293
"Space Beret",40," 2016","Single-player",3,"Action",0.99,3
"Space Engineers",80," 2019","Single-player",27,"Action",19.99,6957
"Space Farmers",60," 2014","Online Multi-Player",23,"Action",9.99,1
"Space Fuss",70," 2017","Single-player",21,"Action",4.99,0
"Space Hulk",50," 2013","Single-player",28,"Indie",24.99,4
"Space Hulk: Deathwing",50," 2016","Single-player",23,"Action",39.99,16
"Space Incident",50," 2016","Single-player",12,"Action",3.99,1
"Space Pilgrim Episode I: Alpha Centauri",80," 2015","Single-player",7,"Adventure",27.88,1
"Space Pilgrim Episode II: Epsilon Indi",80," 2016","Single-player",7,"Adventure",27.88,31
"Space Pilgrim Episode III: Delta Pavonis",80," 2016","Single-player",7,"Adventure",1.99,31
"Space Pilgrim Episode IV: Sol",80," 2016","Single-player",10,"Adventure",27.88,31
"Space Pirates and Zombies",80," 2011","Single-player",48,"Action",9.99,26
"Space Rangers HD: A War Apart",80," 2013","Single-player",82,"Action",14.99,220
"SpaceChem",90," 2011","Single-player",20,"Indie",9.99,25
"Spaceport Hope",60," 2016","Single-player",24,"Action",1.99,1
"Sparkle 2 Evo",60," 2011","Single-player",22,"Action",4.99,3
"Sparkle 3 Genesis",50," 2015","Single-player",32,"Action",4.99,2
"Spec Ops: The Line",80," 2012","Single-player",50,"Action",29.99,98
"SpellForce 3: Soul Harvest",80," 2019","Single-player",42,"RPG",24.99,7
"Spelunky",80," 2013","Single-player",20,"Indie",14.99,131
"Spiny Adventures",50," 2017","Single-player",50,"Indie",0.99,0
"Splendor",60," 2015","Single-player",31,"Casual",9.99,90
"Squishy the Suicidal Pig",80," 2014","Single-player",11,"Adventure",5.99,4
"Star Chronicles: Delta Quadrant",50," 2015","Single-player",14,"Indie",0.99,204
"Star Traders: Frontiers",80," 2018","Single-player",33,"RPG",14.99,68
"Starbound",80," 2016","Single-player",51,"Action",14.99,1820
"Stardew Valley",90," 2016","Single-player",40,"Indie",14.99,28601
"StarFence: Heroic Edition",50," 2015","Single-player",22,"Action",0.99,1
"Starpoint Gemini 2",60," 2014","Single-player",52,"Action",34.99,15
"Starpoint Gemini Warlords",60," 2017","Single-player",54,"Action",34.99,48
"Starship Annihilator",50," 2016","Single-player",13,"Action",0.99,25
"State of Decay",80," 2013","Single-player",46,"Action",13.98,18
"Staxel",60," 2019","Single-player",23,"Indie",19.99,63
"SteamWorld Dig",80," 2013","Single-player",24,"Action",9.99,24
"SteamWorld Dig 2",90," 2017","Single-player",34,"Action",19.99,47
"SteamWorld Heist",90," 2016","Single-player",47,"Action",14.99,32
"SteamWorld Quest: Hand of Gilgamech",80," 2019","Single-player",44,"Adventure",24.99,26
"Steel Division: Normandy 44",60," 2017","Single-player",47,"Action",39.99,113
"Steel Invaders",80," 2016","Single-player",12,"Action",0.99,0
"STEINS;GATE",90," 2016","Single-player",42,"Adventure",29.99,265
"STEINS;GATE 0",90," 2018","Single-player",28,"Adventure",34.99,92
"Stellaris",60," 2016","Single-player",104,"Simulation",39.99,16162
"Stick Fight: The Game",80," 2017","Online Multi-Player",28,"Action",4.99,776
"Stones of Sorrow",50," 2015","Single-player",14,"Action",2.99,3
"Stories: The Path of Destinies",80," 2016","Single-player",37,"Action",82.93,9
"Strange Brigade",60," 2018","Single-player",60,"Action",49.99,148
"Street Fighter 30th Anniversary Collection",50," 2018","Single-player",17,"Action",39.99,46
"Street Fighter V",50," 2016","Single-player",45,"Action",19.99,2374
"Strike Suit Zero",80," 2013","Single-player",27,"Action",19.99,5
"Stronghold Crusader 2",50," 2014","Single-player",81,"Simulation",39.99,571
"Styx: Master of Shadows",80," 2014","Single-player",33,"Action",29.99,86
"Styx: Shards of Darkness",80," 2017","Single-player",38,"Action",39.99,71
"Subnautica",80," 2018","Single-player",17,"Adventure",24.99,3046
"Sudden Strike 4",50," 2017","Single-player",61,"Strategy",29.99,219
"Suits: A Business RPG",80," 2016","Single-player",35,"Action",0.99,460
"Sunset Overdrive",80," 2018","Single-player",80,"Action",19.99,52
"SUPER DISTRO",40," 2015","Single-player",5,"Action",0.99,1
"Super Duper Flying Genocide 2017",60," 2016","Single-player",1002,"Action",0.99,1
"Super Duper Party Pooper",80," 2016","Single-player",26,"Casual",0.99,3
"Super Hexagon",90," 2012","Single-player",6,"Action",2.99,28
"Super Jigsaw Puzzle: Generations",70," 2019","Single-player",17,"Casual",70.84,190
"Super Meat Boy",80," 2010","Single-player",48,"Indie",14.99,105
"Super Win the Game",80," 2014","Single-player",32,"Action",7.99,1
"SUPERFIGHT",50," 2016","Single-player",77,"Casual",9.99,1
"SUPERHOT",80," 2016","Single-player",26,"Action",24.99,77
"Supraland",90," 2019","Single-player",59,"Action",19.99,81
"Supreme Commander 2",80," 2010","Single-player",47,"Strategy",12.99,301
"Supreme Ruler Ultimate",60," 2014","Single-player",33,"Indie",19.99,77
"Surgeon Simulator",80," 2013","Single-player",123,"Action",9.99,19
"Survival Kingdom",50," 2016","Single-player",24,"Indie",2.99,1
"Surviving Mars",60," 2018","Single-player",70,"Simulation",29.99,1023
"Swag and Sorcery",50," 2019","Single-player",50,"Adventure",12.99,25
"SweatShop",40," 2016","Single-player",50,"Casual",0.99,3
"Swiftly",50," 2016","Single-player",24,"Action",0.99,0
"Sword Art Online: Fatal Bullet",60," 2018","Single-player",63,"Action",39.99,260
"Sword Art Online: Hollow Realization Deluxe Edition",60," 2017","Single-player",53,"Action",49.99,104
"Swords and Soldiers HD",80," 2010","Single-player",25,"Action",9.99,3
"Syberia 3",50," 2017","Single-player",40,"Adventure",29.99,61
"Tabletop Simulator",80," 2015","Single-player",27,"Casual",19.99,5619
"Take Thy Throne",50," 2016","Single-player",11,"Action",1.99,1
"Tales from the Void",50," 2016","Single-player",29,"Action",9.99,0
"Tales of Maj'Eyal",90," 2012","Single-player",1746,"Adventure",6.99,170
"Tales of Symphonia",80," 2016","Single-player",39,"RPG",19.99,110
"Tales of Vesperia: Definitive Edition",80," 2019","Single-player",53,"RPG",49.99,292
"Tales of Zestiria",80," 2015","Single-player",56,"RPG",49.99,97
"Talisman: Digital Edition",60," 2014","Single-player",242,"Indie",6.99,298
"Tannenberg",80," 2019","Online Multi-Player",67,"Action",19.99,64
"Teddy Floppy Ear - The Race",60," 2015","Single-player",14,"Indie",4.99,7
"TEKKEN 7",80," 2017","Single-player",42,"Action",39.99,5653
"Teleglitch: Die More Edition",80," 2013","Single-player",39,"Action",12.99,7
"Tenrow",60," 2016","Single-player",4,"Casual",2.99,1
"Terraforming Mars",50," 2018","Single-player",20,"Strategy",19.99,723
"Terraria",90," 2011","Single-player",88,"Action",9.99,45465
"TerraTech",80," 2018","Single-player",15,"Action",24.99,424
"Tesla Breaks the World!",40," 2014","Single-player",16,"Adventure",9.99,0
"Tetropunk",50," 2017","Single-player",14,"Casual",2.99,95
"The Adventures of Fluffy",30," 2017","Single-player",10,"Adventure",0.99,29
"The Adventures of Tree",60," 2015","Single-player",93,"Adventure",4.99,4
"The Albatross",40," 2017","Single-player",7,"Action",1.99,507
"The Ball",60," 2010","Single-player",17,"Action",9.99,3
"The Banner Saga",80," 2014","Single-player",39,"Indie",24.99,74
"The Banner Saga 2",80," 2016","Single-player",55,"Indie",24.99,62
"The Banner Saga 3",60," 2018","Single-player",101,"Indie",24.99,40
"The Big Elk",60," 2016","Single-player",18,"Action",3.99,0
"The Binding of Isaac",90," 2011","Single-player",99,"Action",4.99,252
"The Binding of Isaac: Rebirth",90," 2014","Single-player",403,"Action",14.99,14905
"The Braves & Bows",60," 2017","Single-player",10,"Adventure",3.99,0
"The Bridge",80," 2013","Single-player",20,"Casual",37.96,10
"The Bureau: XCOM Declassified",50," 2013","Single-player",41,"Action",19.99,26
"The Butterfly Sign",50," 2016","Single-player",13,"Action",4.99,0
"The Butterfly Sign: Human Error",50," 2017","Single-player",89,"Action",4.99,0
"The Cave",80," 2013","Single-player",27,"Adventure",14.99,13
"The Cooking Game",50," 2016","Single-player",49,"Casual",5.99,8
"The Culling Of The Cows",60," 2014","Single-player",5,"Action",9.99,3
"The Darkness II",80," 2012","Single-player",50,"Action",29.99,32
"The Deed",80," 2015","Single-player",17,"Adventure",27.88,1034
"The Descendant",80," 2016","Single-player",50,"Adventure",14.99,2204
"The Elder Scrolls V: Skyrim Special Edition",80," 2016","Single-player",75,"RPG",39.99,27656
"The Elder Scrolls V: Skyrim VR",80," 2018","Single-player",75,"RPG",59.99,362
"The End Is Nigh",80," 2017","Single-player",106,"Action",14.99,19
"The Escapists",80," 2015","Single-player",37,"Action",17.99,71
"The Escapists 2",80," 2017","Single-player",58,"Indie",19.99,605
"The Evil Within",80," 2014","Single-player",71,"Action",19.99,362
"The Evil Within 2",80," 2017","Single-player",51,"Action",59.99,402
"The Far Frontier",60," 2017","Single-player",15,"Casual",2.99,0
"The Final Station",80," 2016","Single-player",23,"Action",14.99,28
"The Flame in the Flood",60," 2016","Single-player",36,"Action",14.99,20
"The Forest",80," 2018","Single-player",45,"Action",19.99,24009
"The friends of Ringo Ishikawa",80," 2018","Single-player",10,"Action",14.99,57
"The Incredible Adventures of Van Helsing",80," 2013","Single-player",95,"Action",14.99,38
"The Incredible Adventures of Van Helsing II",50," 2014","Single-player",63,"Action",14.99,13
"The Incredible Adventures of Van Helsing: Final Cut",50," 2015","Single-player",50,"Action",44.99,48
"The Jackbox Party Pack",80," 2014","Single-player",20,"Casual",24.99,36
"The Jackbox Party Pack 2",80," 2015","Single-player",20,"Casual",24.99,73
"The Jackbox Party Pack 3",80," 2016","Single-player",20,"Casual",24.99,266
"The Jackbox Party Pack 4",80," 2017","Local Multi-Player",20,"Casual",24.99,114
"The Jackbox Party Pack 5",60," 2018","Single-player",20,"Casual",29.99,75
"THE KING OF FIGHTERS 2002 UNLIMITED MATCH",80," 2015","Single-player",12,"Action",14.99,134
"THE KING OF FIGHTERS XIII STEAM EDITION",80," 2013","Single-player",46,"Action",19.99,159
"THE KING OF FIGHTERS XIV STEAM EDITION",80," 2017","Single-player",48,"Action",59.99,50
"The Legend of Heroes: Trails in the Sky",80," 2014","Single-player",27,"RPG",19.99,167
"The Legend of Heroes: Trails in the Sky SC",90," 2015","Single-player",23,"RPG",29.99,114
"The Legend of Heroes: Trails of Cold Steel",90," 2017","Single-player",51,"RPG",39.99,129
"The Legend of Heroes: Trails of Cold Steel II",90," 2018","Single-player",51,"RPG",39.99,80
"The Long Dark",80," 2017","Single-player",40,"Adventure",29.99,6130
"The Long Journey Home",50," 2017","Single-player",69,"Indie",109.96,8
"The Lost",50," 2016","Single-player",29,"Adventure",5.99,0
"The Mean Greens - Plastic Warfare",60," 2015","Online Multi-Player",24,"Action",4.99,17
"The Pasture",50," 2017","Single-player",5,"Casual",0.99,2
"The Red Solstice",60," 2015","Single-player",73,"Action",9.99,7
"The Renegades of Orion 2.0",50," 2016","Single-player",19,"Action",0.99,0
"The Room",90," 2014","Single-player",5,"Adventure",4.99,414
"The Room Three",90," 2018","Single-player",10,"Adventure",5.99,289
"The Room Two",90," 2016","Single-player",7,"Adventure",4.99,250
"The Stanley Parable",80," 2013","Single-player",10,"Adventure",14.99,58
"The Surge",60," 2017","Single-player",67,"Action",29.99,72
"The Swords of Ditto: Mormo's Curse",50," 2018","Single-player",20,"Action",14.99,11
"The Talos Principle",90," 2014","Single-player",40,"Action",39.99,153
"The Technomancer",50," 2016","Single-player",40,"Action",29.99,17
"The Tower Of Elements",50," 2015","Single-player",15,"Action",0.99,79
"The Vagrant",80," 2018","Single-player",40,"Action",3.99,128
"The Vanishing of Ethan Carter",80," 2014","Single-player",14,"Adventure",19.99,6
"The Witcher 2: Assassins of Kings Enhanced Edition",80," 2011","Single-player",52,"RPG",19.99,942
"The Witness",80," 2016","Single-player",2,"Adventure",39.99,144
"The Wolf Among Us",90," 2013","Single-player",35,"Adventure",14.99,82
"The Wonderful End of the World",60," 2008","Single-player",11,"Indie",9.99,3
"Thea: The Awakening",80," 2015","Single-player",31,"Indie",19.99,48
"There's Poop In My Soup",80," 2016","Single-player",22,"Casual",0.99,5
"Thief",60," 2014","Single-player",37,"Action",19.99,142
"Thief Simulator",60," 2018","Single-player",24,"Action",19.99,420
"This Is the Police",80," 2016","Single-player",10,"Adventure",14.99,80
"This Is the Police 2",60," 2018","Single-player",12,"Adventure",14.99,51
"This War of Mine",80," 2014","Single-player",42,"Adventure",19.99,3134
"Thomas Was Alone",80," 2012","Single-player",35,"Indie",9.99,10
"Three Digits",50," 2015","Single-player",14,"Casual",1.99,0
"Thronebreaker: The Witcher Tales",80," 2018","Single-player",39,"Adventure",29.99,176
"Through Abandoned: The Underground City",80," 2015","Single-player",5,"Adventure",0.99,14
"Through the Ages",80," 2018","Single-player",86,"Indie",15.99,160
"Ticket to Ride",80," 2012","Single-player",83,"Casual",9.99,481
"Time in Time",50," 2017","Single-player",39,"Indie",1.99,29
"Tinboy",50," 2015","Single-player",13,"Casual",1.99,7
"Tiny and Big: Grandpa's Leftovers",80," 2012","Single-player",53,"Indie",9.99,3
"Titan Quest Anniversary Edition",80," 2016","Single-player",96,"Action",19.99,1507
"Titan Souls",80," 2015","Single-player",27,"Action",14.99,33
"To The Capital",50," 2016","Single-player",17,"RPG",1.99,0
"To the Moon",90," 2011","Single-player",1,"Adventure",9.99,134
"Toadled",80," 2016","Single-player",24,"Action",0.99,3
"Toki Tori",80," 2010","Single-player",38,"Casual",4.99,3
"Tomb Joe",50," 2017","Single-player",3,"Action",0.99,2
"Tomb Raider",90," 2013","Single-player",50,"Action",19.99,830
"Tooth and Tail",80," 2017","Single-player",38,"Action",19.99,20
"Torchlight",80," 2009","Single-player",66,"RPG",14.99,49
"Torchlight II",80," 2012","Single-player",119,"Action",19.99,441
"Torment: Tides of Numenera",60," 2016","Single-player",52,"Adventure",44.99,29
"Torn Tales",50," 2017","Single-player",22,"Adventure",10.99,3
"Total War: ATTILA",60," 2015","Single-player",118,"Strategy",44.99,2426
"Total War: THREE KINGDOMS",80," 2019","Single-player",68,"Action",59.99,8055
"Total War: WARHAMMER",60," 2016","Single-player",185,"Action",59.99,741
"Total War: WARHAMMER II",80," 2017","Single-player",134,"Action",59.99,5685
"Touhou Luna Nights",90," 2019","Single-player",22,"Action",17.99,51
"Tower Wars",60," 2012","Single-player",35,"Action",7.99,7
"Town of Salem",80," 2014","Online Multi-Player",361,"Indie",4.99,782
"Townopolis",50," 2008","Single-player",22,"Casual",41.92,3
"Toy Soldiers",80," 2012","Single-player",17,"Action",9.99,7
"Train Fever",50," 2014","Single-player",39,"Casual",19.99,31
"Train Valley",80," 2015","Single-player",39,"Casual",9.99,25
"Train Valley 2",80," 2019","Single-player",59,"Casual",14.99,219
"Trainz Railroad Simulator 2019",50," 2019","Single-player",23,"Simulation",69.99,362
"Trainz: A New Era",50," 2015","Single-player",23,"Simulation",39.99,127
"Transistor",80," 2014","Single-player",33,"Action",19.99,35
"TransOcean: The Shipping Company",50," 2014","Single-player",38,"Casual",24.99,44
"Transport Fever",60," 2016","Single-player",53,"Simulation",34.99,253
"Trianguluv",70," 2017","Single-player",5,"Action",1.99,2
"Tribal Pass",60," 2016","Single-player",14,"Action",5.99,2
"Tricky Towers",80," 2016","Single-player",29,"Casual",14.99,144
"Tricolour Lovestory",80," 2017","Single-player",70,"Adventure",1.99,245
"Tropico 4",80," 2011","Single-player",70,"Simulation",14.99,152
"Tropico 5",60," 2014","Single-player",70,"RPG",19.99,190
"Tropico 6",80," 2019","Single-player",40,"Simulation",49.99,1288
"Trouble In The Manor",50," 2015","Online Multi-Player",21,"Action",0.99,2
"Tumblestone",80," 2016","Single-player",28,"Action",24.99,8
"Turbo Pug 3D",60," 2016","Single-player",8,"Casual",1.99,31
"Turbo Pug DX",80," 2016","Single-player",27,"Casual",0.99,25
"Turmoil",80," 2016","Single-player",31,"Indie",9.99,554
